Date,Open,High,Low,Close,Adj Close,Volume
2019-07-29,270.0,271.1499938964844,266.5,267.75,219.0006561279297,5525308
2019-07-30,268.0,270.1000061035156,266.54998779296875,268.8999938964844,219.94126892089844,13233351
2019-07-31,268.6000061035156,271.1000061035156,266.0,270.20001220703125,221.00460815429688,13649764
2019-08-01,270.45001220703125,270.70001220703125,266.5,267.54998779296875,218.83706665039062,5925611
2019-08-02,267.20001220703125,267.20001220703125,263.1000061035156,264.5,216.3423614501953,8890911
2019-08-05,264.3999938964844,264.5,257.6499938964844,259.79998779296875,212.4980926513672,11556743
2019-08-06,258.75,261.5,258.1499938964844,258.8999938964844,211.76197814941406,9408544
2019-08-07,259.04998779296875,259.3500061035156,253.10000610351562,253.64999389648438,207.46783447265625,8489812
2019-08-08,255.0,258.70001220703125,253.0,257.75,210.8213348388672,6370866
2019-08-09,258.8500061035156,258.8500061035156,253.5,254.1999969482422,207.91773986816406,9927337
2019-08-13,253.8000030517578,254.0,244.0,246.3000030517578,201.45606994628906,20992894
2019-08-14,246.3000030517578,253.60000610351562,244.0500030517578,248.75,203.45999145507812,13809031
2019-08-16,248.75,253.39999389648438,247.39999389648438,253.0,206.93618774414062,10337358
2019-08-19,253.5,257.29998779296875,250.9499969482422,251.5500030517578,205.75018310546875,12524627
2019-08-20,251.60000610351562,251.9499969482422,245.4499969482422,246.5,201.6196746826172,15000271
2019-08-21,246.6999969482422,246.89999389648438,240.85000610351562,241.4499969482422,197.4890899658203,14736226
2019-08-22,242.1999969482422,246.0,239.0,240.0500030517578,196.34397888183594,10513066
2019-08-23,239.0,239.4499969482422,234.64999389648438,236.10000610351562,193.11317443847656,16440329
2019-08-26,240.6999969482422,243.4499969482422,234.9499969482422,242.5,198.3479461669922,12857092
2019-08-27,243.9499969482422,246.3000030517578,242.6999969482422,245.5,200.80172729492188,14529777
2019-08-28,246.14999389648438,247.64999389648438,243.10000610351562,245.9499969482422,201.1697998046875,8894489
2019-08-29,243.9499969482422,245.4499969482422,240.14999389648438,241.1999969482422,197.28463745117188,11105245
2019-08-30,242.75,247.1999969482422,239.0500030517578,245.64999389648438,200.92440795898438,11772247
2019-09-03,244.4499969482422,244.4499969482422,240.64999389648438,241.5500030517578,197.57089233398438,9546229
2019-09-04,241.60000610351562,244.5500030517578,241.3000030517578,243.25,198.9613800048828,7032392
2019-09-05,242.0,246.89999389648438,242.0,244.25,199.779296875,8451611
2019-09-06,244.3000030517578,245.85000610351562,243.25,243.89999389648438,199.4930419921875,8704669
2019-09-09,244.64999389648438,246.5,243.1999969482422,245.5,200.80172729492188,9085228
